IMO Number,CO₂ emissions per distance [kg CO₂ / n mile],CO₂eq emissions per distance [kg CO₂eq / n mile]
9816335,Division by zero!,Division by zero!
9816529,132.53,134.56
9816531,134.47,136.53
9816567,196.66,199.74
9816593,218.38,221.82
9816763,570.87,676.6
9816830,395.78,402.01
9816842,402.29,408.62
9817107,Division by zero!,Division by zero!
9817119,Division by zero!,Division by zero!
9817133,308.98,313.71
9817145,278.55,282.81
9817274,572.03,580.79
9817298,189.59,192.5
9817315,521.82,529.98
9817470,476.77,484.26
9817494,400.44,406.7
9817509,188.05,190.98
9817511,255.48,259.47
9817614,449.24,456.28
9818058,454.21,461.33
9818084,565.56,574.45
9818216,374.54,380.42
9818228,383.75,389.72
9818230,372.75,378.59
9818278,190.65,216.91
9818280,157.37,184.54
9818400,251.5,254.62
9818527,335.89,341.15
9818539,317.65,322.61
9818541,342.33,347.71
9818709,135.51,137.59
9818931,159.7,162.18
9818943,154.41,156.81
9818955,160.8,163.3
9818967,171.88,174.56
9819052,162.36,164.85
9819650,486.46,586.34
9819806,252.91,256.99
9819832,378.02,383.95
9819844,369.55,375.34
9819856,369.19,374.99
9819868,407.88,414.26
9819870,588.97,598.24
9819882,230.04,303.37
9820013,874.54,944.05
9820427,175.33,178.05
9820544,277.17,281.49
9820702,181.78,184.63
9820776,136.62,138.74
9820855,986.41,1001.95
9820910,714.77,725.91
9820922,1084.92,1102
9820960,264.18,268.32
9821299,215.61,219
9821691,444.24,451.17
9821706,372.75,378.62
9821835,241.35,245.14
9821859,297.5,302.14
9821873,305.41,310.09
9822061,104.74,134.31
9822073,103.93,133.28
9822841,371.89,377.74
9822853,390.21,396.34
9822865,393.43,399.62
9823041,331.6,336.77
9823352,282.66,287.07
9823364,289.4,293.93
9823390,108.01,109.7
9823534,380.87,386.87
9823546,324.33,329.43
9823558,376.88,382.8
9823560,389.8,395.92
9823572,358.51,364.14
9823584,339.63,344.98
9823625,242.16,245.96
9823687,426.35,432.88
9823871,93.21,94.65
9823986,1419.22,1441.54
9823998,1434.05,1456.52
9824069,627.07,636.95
9824289,304.76,309.43
9824564,370.65,376.33
9824928,180.21,183.03
9824978,253.84,257.83
9824992,257.62,261.69
9825001,270.95,275.22
9825427,871.48,930.87
9825477,Division by zero!,Division by zero!
9825532,Division by zero!,Division by zero!
9825568,573.55,671.11
9825805,106.41,136.46
9825817,106.59,136.69
9825829,107.84,138.3
9826433,176.15,178.91
9826445,211.63,214.96
9826457,263.56,267.69
9826548,923.83,1199.31
9826574,233.47,237.14
9826720,439.14,445.99
9826732,447.59,454.58
9826897,447.4,454.4
9827059,246.96,250.79
9827061,271.22,275.44
9827205,230.32,233.94
9827217,237.78,241.52
9827243,330.79,335.95
9827255,346.18,351.58
9827322,209.94,213.23
9827475,167.31,169.93
9827566,260.07,264.12
9827877,336.47,441.53
9827889,810.85,823.47
9827994,174.29,176.99
9828144,245.32,249.15
9828211,311.96,316.85
9828223,362.21,367.85
9828297,271.22,275.46
9828338,544.21,552.76
9828376,340.51,345.87
9828388,346.26,351.72
9828390,348.85,354.34
9828405,294.49,299.13
9828857,310.23,315.04
9828912,257.67,261.72
9828974,197.36,200.42
9828986,179.44,182.23
9828998,213.66,216.98
9829007,231.17,234.78
9829083,238.18,241.83
9829095,545.59,554.1
9829100,477.79,485.23
9829382,733.16,744.69
9829461,235.41,239.1
9829473,263.37,267.48
9829485,252.33,256.29
9829655,631.3,641.21
9829679,175.31,178.04
9829681,192.63,195.64
9829722,225.62,229.13
9829746,206.09,209.33
9829760,221.63,225.11
9829772,163.18,165.72
9829784,157.2,161.31
9829796,156.6,159
9829801,Division by zero!,Division by zero!
9829813,Division by zero!,Division by zero!
9829899,406.88,413.27
9829904,386.27,392.35
9829916,168.27,170.9
9830056,308.72,313.57
9830068,305.67,310.48
9830070,283.59,288.04
9830094,554.24,562.92
9830111,569.51,578.24
9830135,217.64,221.04
9830252,264.77,268.89
9830290,272.59,276.88
9830305,210.58,213.89
9830599,178.03,180.8
9830604,176.06,178.82
9830795,720.99,732.32
9830812,575.4,584.43
9830824,663.36,673.77
9830965,608.73,618.29
9830977,627.94,637.8
9830991,247.38,251.25
9831024,277.02,281.27
9831074,386.54,392.61
9831165,288.07,292.57
9831177,296.53,301.16
9831206,238.71,242.45
9831220,530,625.62
9831309,438.63,445.52
9831488,255.5,259.51
9831490,214.18,217.56
9831505,195.62,198.7
9831517,194.17,197.21
9831696,337.07,342.29
9831701,244.87,248.71
9831775,260.04,264.13
9831799,271.43,275.69
9831828,504.18,512.08
9831830,425.43,432.11
9831842,411.01,417.45
9831854,470.34,477.72
9832119,404.04,533.28
9832121,139.46,141.66
9832248,420.91,427.53
9832250,448.02,455.06
9832262,406.79,413.19
9832274,422.23,428.85
9832432,195.65,198.74
9832444,Division by zero!,Division by zero!
9832456,176.64,179.42
9832470,193.46,196.48
9832509,188.42,191.37
9832585,443.01,449.99
9832597,453.38,460.52
9832638,310.72,315.62
9832640,197.7,200.81
9832652,313.81,318.74
9832688,185.42,188.34
9832717,1090.61,1107.8
9832729,985.47,1000.99
9832925,414.07,420.57
9833101,750.9,801.05
9833113,730.97,798.69
9833175,663.24,673.57
9833187,654.91,665.07
9833357,Division by zero!,Division by zero!
9833369,227.93,231.52
9833553,268.27,272.47
9833565,282.66,287.08
9833589,260.51,264.6
9833591,280.67,285.06
9833656,282.9,287.34
9833682,298.06,302.74
9833723,341.87,347.26
9834155,260.83,264.94
9834296,560.41,648.76
9834301,569.68,668.59
9834313,530.55,626
9834325,480.54,567.26
9834337,244.46,248.28
9834349,182.16,184.99
9834648,152.84,155.19
9834715,219.39,222.85
9834727,238.36,242.11
9834856,208.58,211.87
9835044,271.83,276.09
9835056,231.93,235.52
9835068,297.81,302.49
9835185,362.68,368.38
9835719,214.52,217.8
9835769,211.95,215.28
9835771,200.92,204.07
9835795,190.1,193.07
9835836,439.52,446.42
9835848,414.01,420.52
9835850,423.24,429.89
9835862,384.9,390.95
9835874,396.46,402.69
9835939,336.89,342.15
9835941,288.48,292.99
9835953,Division by zero!,Division by zero!
9835965,Division by zero!,Division by zero!
9835977,Division by zero!,Division by zero!
9836048,242.02,245.83
9836050,273.31,277.58
9836062,250.71,254.65
9836361,236.4,240.12
9836373,259.19,263.27
9836440,213.81,217.13
9836488,251.8,255.74
9836490,277.86,282.2
9836567,335.81,341
9836907,190.19,193.15
9837004,271.42,275.64
9837121,339.57,344.92
9837145,242.24,246.06
9837169,686.15,750.17
9837171,614.27,719.55
9837286,266.23,270.36
9837298,Division by zero!,Division by zero!
9837315,491.05,498.79
9837327,464.28,471.6
9837339,564.22,572.86
9837341,180.15,182.91
9837353,197.06,200.08
9837420,1126.76,1489.28
9837470,909.33,923.64
9837509,768.75,780.86
9837511,732.57,744.11
9837573,153.22,155.62
9837602,531.93,540.3
9837614,574.57,583.58
9837640,222.96,226.47
9837652,275.22,279.54
9837872,232.84,236.47
9838058,287.71,292.22
9838060,298.3,302.97
9838072,295.5,300.12
9838084,330.29,335.44
9838228,397.36,403.59
9838230,349.73,355.23
9838242,363.51,369.22
9838254,373.36,379.2
9838383,1027.31,1043.49
9838400,1050.85,1067.41
9838436,176.99,179.75
9838448,Division by zero!,Division by zero!
9838462,192.76,195.78
9838474,189.51,192.45
9838486,219.27,222.72
9838498,265.24,269.41
9838503,265.68,269.81
9838527,296.43,301.05
9838541,216.27,219.66
9838589,475.38,482.82
9838618,631.98,641.77
9838668,199.1,202.2
9838670,192.09,195.08
9839088,190.69,193.68
9839090,Division by zero!,Division by zero!
9839105,232.1,235.74
9839131,915.38,925.79
9839143,974.3,985.22
9839155,969.57,980.62
9839167,995.22,1006.62
9839179,936.06,946.61
9839181,973.19,983.84
9839193,1229.95,1248.68
9839208,1006.77,1018.19
9839210,851.41,861.64
9839260,1193.6,1212.41
9839272,1298.25,1318.71
9839284,1226.9,1246.24
9839296,1229.78,1249.16
9839301,1161.68,1179.99
9839399,971.44,986.65
9839430,1140.1,1158.07
9839442,1212.59,1231.7
9839454,1075.6,1092.55
9839466,1227.12,1246.46
9839478,1161.82,1180.13
9839480,1134.48,1152.36
9839791,228.89,232.48
9839818,248.06,251.94
9839820,240.34,244.12
9839844,233.82,237.45
9840465,515.73,523.84
9840477,520,528.18
9840506,273.36,277.65
9840661,275.34,279.65
9840673,228.71,232.3
9840867,343.42,348.81
9840879,370.11,375.93
9840881,247.6,251.48
9841017,249.66,266.78
9841029,245.6,263.57
9841287,281.76,286.2
9841380,525.29,533.56
9841586,574.67,583.73
9841615,453.31,460.43
9841627,468.52,475.85
9841641,252.98,256.96
9841653,212.47,215.81
9841938,240.19,243.95
9841940,205.79,209.01
9841952,255.14,259.15
9842061,843.29,856.57
9842073,664.81,675.26
9842085,811.01,823.8
9842097,951.8,966.78
9842255,307.76,312.55
9842310,267.53,271.75
9842322,256.4,260.44
9842487,254.53,258.53
9842504,319.13,324.11
9842516,312.63,317.56
9842554,246.92,250.7
9843209,399.31,405.58
9843211,456.03,463.17
9843326,512.86,579.86
9843338,435.44,442.26
9843352,417.09,423.65
9843405,292.21,296.8
9843417,303.27,308.04
9843443,291.69,296.28
9843766,262.29,266.39
9843912,695.53,784.44
9843924,624.51,731
9844203,253.27,257.25
9844241,197.03,200.11
9844590,Division by zero!,Division by zero!
9844605,Division by zero!,Division by zero!
9845051,332.95,338.12
9845063,286.54,290.99
9845104,280.57,284.98
9845130,411.39,417.85
9845166,282.43,286.84
9845178,291.19,295.74
9845180,237.72,241.42
9845257,337.75,343.06
9845269,332.32,337.52
9845506,621.01,630.76
9845659,445.16,452.15
9845661,415.04,421.56
9845673,423.34,429.98
9845685,571.7,580.68
9845697,624.47,634.31
9845776,529.83,536.07
9845788,422.81,427.4
9845790,257.23,261.27
9845805,262.64,266.76
9845817,239.26,242.99
9845910,600.98,610.39
9845922,604.15,613.55
9845996,365.07,370.8
9846005,404.3,410.6
9846067,303.95,308.67
9846093,260.75,264.85
9846108,288.69,293.21
9846110,255.23,259.23
9846122,264.11,268.24
9846134,Division by zero!,Division by zero!
9846249,563.78,673.54
9846304,198.16,201.25
9846471,234.03,237.72
9846495,Division by zero!,Division by zero!
9846548,206.87,210.09
9847011,269.92,274.17
9847114,454.92,462.05
9847140,179.79,182.6
9847243,Division by zero!,Division by zero!
9847437,351.86,357.39
9847542,547.94,556.57
9847853,287.07,291.57
9847889,269.56,273.78
9847891,261.06,265.16
9848077,211.4,214.73
9848089,274.71,279.03
9848118,208.37,211.64
9848120,205.39,208.62
9848132,2774.31,2817.99
9848144,265.48,269.64
9848338,328.53,333.68
9848340,314.99,319.92
9848352,283.02,287.46
9848467,445.01,452.02
9848479,444.18,451.16
9848522,280.88,285.29
9848730,396.08,402.3
9848742,396.69,402.93
9848948,871,884.73
9848950,962.2,977.36
9848998,329.26,334.39
9849265,212.68,216.01
9849291,287.38,291.87
9849382,258.59,262.62
9849502,266.37,270.54
9849564,369.02,374.82
9849617,Division by zero!,Division by zero!
9849629,Division by zero!,Division by zero!
9849693,917.85,1163.97
9849760,455.33,462.5
9849772,487.1,494.77
9849813,296.32,300.97
9849887,963.43,1217.66
9849899,319.82,324.84
9849904,329.31,334.48
9850018,Division by zero!,Division by zero!
9850020,Division by zero!,Division by zero!
9850202,256.48,261.58
9850575,713.87,725.09
9850666,526.2,576.42
9850678,498.18,551.31
9850680,1961.09,2426.44
9850692,377.11,383.04
9850707,496.81,504.58
9850800,786.33,798.7
9851036,626.7,636.58
9851048,547.64,556.26
9851189,746.99,758.43
9851323,336,341.28
9851335,193.92,196.96
9851359,164.81,167.39
9851517,245.94,249.81
9851581,Division by zero!,Division by zero!
9851634,508.56,560.24
9851696,303.56,308.33
9851701,321.41,326.46
9851713,378.35,384.28
9851725,297.96,302.64
9851787,512.48,518.3
9851933,103.33,104.93
9851945,104.3,105.91
9851957,98.85,100.39
9851969,101.81,103.39
9851971,101.74,103.31
9851983,104.94,106.56
9852028,240.01,243.78
9852030,257.05,261.08
9852133,272.23,276.51
9852145,275.84,280.17
9852212,221.16,224.64
9852418,208.12,211.31
9852432,717.01,728.07
9852731,236.79,240.5
9852767,228.62,232.18
9852810,Division by zero!,Division by zero!
9852913,279.65,284.04
9852975,467.57,611.35
9853008,508.66,516.62
9853022,248.45,252.35
9853034,271.63,275.9
9853046,259.42,263.5
9853113,280.14,284.55
9853137,458.86,557.2
9853216,274.46,278.76
9853228,292.69,297.26
9853230,296.01,300.67
9853266,391.24,397.4
9853278,1034.28,1050.21
9853400,422.93,429.56
9853436,231.21,234.85
9853515,275.93,280.28
9853632,250.6,254.54
9853711,476.55,484.06
9853852,200057.91,203162.1
9853888,383.59,389.59
9853890,376.28,382.21
9853905,329.16,334.31
9853917,328.12,333.25
9853929,364.3,370
9853931,348.57,354.03
9854363,489.23,494.68
9854375,484.65,490.12
9854466,152.56,154.9
9854478,156.64,159.04
9854741,261.02,265.1
9854753,94.71,96.19
9854765,530.2,632.88
9854789,267.26,271.46
9854791,254.98,258.99
9854806,274.13,278.41
9855226,Division by zero!,Division by zero!
9855276,375.76,381.52
9855290,316.8,321.79
9855331,627.64,637.45
9855367,306.26,311.07
9855410,224.33,227.84
9855422,243.67,247.45
9855458,244.68,248.52
9855460,250.39,254.31
9855484,552.7,561.35
9855549,272.03,276.28
9855563,311.61,316.48
9855599,308.28,313.08
9855642,Division by zero!,Division by zero!
9855654,305.36,310.18
9855812,467.37,567.49
9855848,276.54,280.84
9855850,318.24,323.22
9855941,326.37,331.51
9856062,250.18,254.1
9856074,637.98,648.01
9856189,566.33,575.22
9856232,254.44,258.44
9856268,207.41,210.67
9856294,280.93,285.33
9856309,236.34,240.07
9856311,251.87,255.82
9856359,517.28,525.32
9856361,557.06,565.81
9856555,397.61,403.85
9856634,285.3,289.79
9856684,233.77,237.44
9856696,312.42,317.32
9856701,274.5,278.79
9856713,237.36,241.1
9856725,76.63,77.82
9856830,510.56,518.57
9856842,500.15,508
9856854,530.89,539.22
9857157,796.38,808.92
9857171,841.7,854.77
9857183,765.67,777.71
9857212,272.3,276.56
9857224,280.44,284.83
9857236,289.51,294.04
9857248,278.45,282.82
9857365,546.02,643.73
9857432,358.86,364.47
9857444,254.22,258.21
9857468,426.94,433.63
9857640,303.45,308.1
9857822,128.59,130.56
9857858,436.97,443.79
9857860,367.29,373.06
9857937,585.32,594.36
9858034,543.61,552.15
9858058,Division by zero!,Division by zero!
9858060,275.61,279.94
9858292,259.58,263.68
9858321,536.18,544.53
9858424,302.84,307.6
9858474,587.55,596.79
9858527,263.82,267.97
9858785,706.79,717.79
9858852,278.69,283.06
9859014,339.73,345.06
9859026,282.43,286.85
9859117,680.87,689.27
9859129,724.09,733.07
9859131,716.47,725
9859208,235.02,238.69
9859210,272.15,276.42
9859234,270.76,275
9859296,263.14,267.28
9859533,477.22,484.73
9859545,463.91,471.21
9859557,471.03,478.44
9859569,462.52,469.8
9859571,444.27,451.26
9859583,455.54,462.7
9859595,403.14,409.47
9859600,454.99,462.15
9859612,406.21,412.6
9859753,512.92,518.54
9860063,Division by zero!,Division by zero!
9860116,295.79,300.43
9860128,317.14,322.11
9860142,430.9,437.69
9860192,194.07,197.13
9860271,181.88,184.71
9860283,169.91,172.58
9860403,242.41,246.22
9860489,442.61,449.53
9860491,363.18,368.89
9860506,254.3,258.28
9860544,248.7,252.59
9860582,258.08,262.14
9860594,235.66,239.37
9860635,221.32,224.79
9860659,230.68,234.31
9860673,229.79,233.36
9860685,272.01,276.27
9860738,220.68,224.16
9860740,544.77,553.32
9861031,425.35,519.95
9861079,241.59,245.38
9861160,220.89,224.35
9861328,214.26,217.63
9861330,241.29,245.07
9861794,489.1,496.8
9861990,356.45,362.03
9862023,390.19,396.17
9862231,1249.46,1268.6
9862346,487.24,492.65
9862463,474.24,572
9862475,412.42,499.01
9862487,450.96,547.14
9862619,310.77,315.64
9862621,277.66,282
9862736,319.9,324.9
9862891,610.88,702.3
9862906,490.83,583.66
9862918,504.88,608.36
9862920,568.42,686.71
9862932,272.15,276.42
9862944,285.59,290.05
9862994,486.65,494.22
9863003,489.11,496.73
9863089,322.39,327.44
9863091,290.39,294.95
9863106,482.64,490.23
9863118,1144.48,1351.09
9863170,204.34,207.55
9863182,436.28,441
9863235,350.29,355.75
9863297,836.37,849.56
9863302,853.7,867.16
9863314,899.78,913.96
9863326,920.79,935.31
9863338,902.35,916.57
9863340,926.59,941.2
9863417,363.13,368.83
9863558,461.12,570.94
9863560,490.59,585.83
9863637,447.54,575.98
9863819,247.56,251.44
9863821,225.75,229.3
9863857,281.34,285.74
9863869,275.61,279.96
9864095,295.68,300.34
9864215,720.04,731.37
9864227,732.29,743.83
9864239,750.13,761.94
9864241,765.49,777.55
9864344,268.92,273.14
9864356,243.2,247.02
9864667,449.49,454.34
9864679,288.17,292.67
9864681,457.01,464.22
9864784,548.3,653.12
9864796,430.45,519.98
9864916,529.29,632.18
9865233,205,208.22
9865245,196.59,199.66
9865348,223.12,226.63
9865520,193.84,196.88
9865532,221.54,225
9865556,286.44,290.93
9865568,307.17,312
9865570,153.71,197.12
9865582,145.81,186.98
9865685,469.65,584.86
9865752,268.32,272.5
9865960,253.48,257.44
9865996,215.78,219.18
9866005,232.72,236.36
9866184,322.89,327.97
9866196,266.95,271.12
9866249,224.61,227.1
9866251,235.19,237.83
9866407,Division by zero!,Division by zero!
9866550,202.08,205.21
9866586,262.53,266.63
9866641,204.34,207.52
9866653,190.39,193.37
9866706,220.06,223.53
9866732,190.24,193.18
9866744,162.29,164.83
9866756,184.46,187.33
9866768,195.42,198.46
9867102,Division by zero!,Division by zero!
9867176,310.05,314.91
9867425,293.11,297.7
9867554,330.2,335.39
9867566,342.38,347.75
9867578,270.64,274.9
9867580,Division by zero!,Division by zero!
9867592,363.96,476.36
9867619,407.89,414.26
9867798,269.66,273.86
9867803,247.13,251
9867827,671.49,679.53
9868156,394.79,400.99
9868168,412.89,419.37
9868314,914.68,929.1
9868326,940.45,955.27
9868338,880.1,893.97
9868340,871.56,885.3
9868352,904.01,918.26
9868364,916.84,931.3
9868443,217.73,221.14
9868778,383.89,389.9
9868780,615.97,625.51
9868883,295.32,299.97
9868895,304.24,309.03
9868962,266.43,332.9
9868974,203.37,257.2
9869162,673.39,683.99
9869186,686.9,697.71
9869198,725.83,737.26
9869203,713.22,724.44
9869253,387.54,393.62
9869265,442.47,539.4
9869306,417.5,422.05
9869459,438.39,445.1
9869514,460.89,468.11
9869710,208.96,212.23
9869722,586.6,595.81
9869875,830.06,842.77
9869887,897.23,910.97
9869954,417.65,424.23
9870018,219.83,223.2
9870147,410.07,416.53
9870159,451.05,546.63
9870161,452.05,459.17
9870458,297.1,301.77
9870460,299.26,303.96
9870472,137.08,173.24
9870525,552.52,658.89
9870666,148.09,150.36
9870678,170.35,182.78
9870707,281.75,286.16
9870719,274.98,279.28
9870800,578.56,587.63
9870824,646.89,657.03
9870874,230.57,234.2
9870886,245.58,249.43
9871012,403.1,409.45
9871074,229.65,233.22
9871191,276.87,281.23
9871529,249.99,253.82
9871531,218.56,221.9
9872042,464.88,472.21
9872080,300.68,305.42
9872121,449.21,456.27
9872157,267.81,272.03
9872169,246.99,250.88
9872171,268.81,273.04
9872183,245.35,249.19
9872195,255.22,259.21
9872327,182.58,185.38
9872468,223.33,226.85
9872470,270.01,274.26
9872688,486.93,494.58
9872901,415.42,419.89
9872949,405.07,409.45
9872963,Division by zero!,Division by zero!
9872975,212.51,215.85
9872987,513.94,623.01
9872999,511.87,610.92
9873096,Division by zero!,Division by zero!
9873101,Division by zero!,Division by zero!
9873113,Division by zero!,Division by zero!
9873125,Division by zero!,Division by zero!
9873163,299.59,304.28
9873278,217.81,221.22
9873280,247.82,251.72
9873644,312.65,317.55
9873656,330.22,335.39
9873668,296.85,301.51
9873670,315.83,320.79
9873840,527.94,579.06
9873852,583.39,645.07
9873888,201.26,204.42
9873890,191.98,194.98
9874040,335.13,407.14
9874208,97.79,99.29
9874210,600.41,609.81
9874246,398.46,404.73
9874258,395.27,401.48
9874296,522.34,530.34
9874301,541.33,549.62
9874454,445.33,543.04
9874466,440.78,536.35
9874480,455.58,539.9
9874492,458.58,545.49
9874507,390.1,396.23
9874557,254.12,258.11
9874600,608.14,617.67
9874648,265.93,270.08
9874650,278.22,282.59
9874698,481.57,489.16
9874820,557.21,563.21
9874961,229.23,232.82
9874985,180.22,183.06
9875006,290.92,295.5
9875018,309.78,314.61
9875020,299.08,303.79
9875032,287.1,291.61
9875135,433.29,440.02
9875276,Division by zero!,Division by zero!
9875288,Division by zero!,Division by zero!
